ENDOR AVENUE,|['MILFORD DRIVE', 'MILFORD AVENUE']|
HEGEMAN AVENUE,|['WATKINS STREET', 'MOTHER GASTON BOULEVARD']|
19 STREET,|['21 ROAD', '21 DRIVE']|
WAKEMAN PLACE,|['COLONIAL ROAD', 'SEDGWICK PLACE']|
LIBERTY AVENUE         *N S/R,|['LIBERTY AVENUE', '168 STREET']|
VAN BUREN STREET,|['FRANKLIN AVENUE', 'YORK AVENUE']|
79 STREET            *N,|['14 AVENUE', '15 AVENUE']|
WEST  129 STREET,|['BROADWAY', 'BROADWAY']|
79 STREET            *S,|['14 AVENUE', '15 AVENUE']|
NORTH    4 STREET,|['DRIGGS AVENUE', 'BEDFORD AVENUE']|
MOSELY AVENUE,|['WAIMER PLACE', 'BAMBERGER LANE']|
95 AVENUE,|['107 STREET', '108 STREET']|
SOUTH MANN AVENUE,|['WESTWOOD AVENUE', 'SOUTH GANNON AVENUE']|
VESEY STREET           *N RDWY,|['CHURCH STREET', 'WEST BROADWAY']|
GRYMES HILL ROAD,|['DUNCAN ROAD', 'BERTHA PLACE']|
CRESCENT AVENUE,|['BEECHWOOD AVENUE', 'WESTERVELT AVENUE']|
HARROD AVENUE,|['EAST  172 STREET', 'BRONX RIVER PARKWAY    *EXT RAMP']|
OCEAN PARKWAY          *E S/R,|['AVENUE M', 'AVENUE L']|
BREVOORT PLACE,|['FRANKLIN AVENUE', 'BEDFORD PLACE']|
MARAN PLACE,|['BRONX PARK EAST', 'WHITE PLAINS ROAD']|
WILLOUGHBY AVENUE,|['ONDERDONK AVENUE', 'WOODWARD AVENUE']|
MIDDAGH STREET,|['CADMAN PLAZA WEST', 'HENRY STREET']|
GUIDER AVENUE,|['SHORE PARKWAY          *S RDWAY', 'BANNER AVENUE']|
GUNTHER AVENUE,|['GUNHILL ROAD', 'MACE AVENUE']|
PARSONS PLACE,|['CITY BOULEVARD', 'BARD AVENUE']|
ELDERT STREET,|['WYCKOFF AVENUE', 'DEAD END']|
JACOBUS PLACE,|['VAN CORLEAR PLACE', 'WEST  225 STREET']|
NEWEL STREET,|['DRIGGS AVENUE', 'NASSAU AVENUE']|
ELEVENTH AVENUE,|['WEST   28 STREET', 'WEST   27 STREET']|
150 AVENUE,|['130 STREET', '129 STREET']|
EAST   36 STREET,|['QUEENS MIDTOWN TUNNEL ENTRANCE', '1 AVENUE']|
TRINITY PLACE,|['CEDAR STREET', 'LIBERTY STREET']|
FINK AVENUE,|['WATERS AVENUE', 'WATERS PLACE']|
MCOWEN AVENUE,|['BOSTON ROAD', 'HOLLERS AVENUE']|
THROGS NECK EXPRESSWAY *E SR,|['PRENTISS AVENUE', 'WISSMAN AVENUE']|
ROANOKE STREET,|['BRIELLE AVENUE', 'SOREN STREET']|
HOLLIS COURT BOULEVARD,|['FRANCIS LEWIS BOULEVARD', 'HOLLIS COURT BOULEVARD']|
COOPER AVENUE,|['HYLAN BOULEVARD', 'BENTON AVENUE']|
PRENTISS AVENUE,|['DEAD END', 'MILES AVENUE']|
80 STREET,|['19 AVENUE', '19 DRIVE']|
WEST  179 STREET,|['AMSTERDAM AVENUE', 'AUDUBON AVENUE']|
FT WASHINGTON AVENUE,|['WEST  178 STREET', 'WEST  179 STREET']|
EDWARD L GRANT HIGHWAY *CTR MALL,|['UNIVERSITY AVENUE', 'PLIMPTON AVENUE']|
EAST MT EDEN AVENUE    *N RDWAY,|['GRAND CONCOURSE', 'WALTON AVENUE']|
NORTH   13 STREET,|['WYTHE AVENUE', 'BERRY STREET']|
HAVEMEYER AVENUE,|['WESTCHESTER AVENUE', 'WATERBURY AVENUE']|
HIGHMOUNT ROAD,|['LINDENWOOD ROAD', 'HILLCREST AVENUE']|
THOLLEN STREET,|['JUSTIN AVENUE', 'OVIS PLACE']|
STILLWELL AVENUE       *E RDWY,|['BOARDWALK', 'SURF AVENUE']|
WEST   16 STREET,|['SEVENTH AVENUE', 'AVENUE OF THE AMERICAS']|
WEST   31 STREET,|['NINTH AVENUE', 'LINCOLN TNNL APPROACH']|
EAST   46 STREET,|['3 AVENUE', '2 AVENUE']|
FREDERICK DOUGLASS BOULEVARD,|['FREDERICK DOUGLASS CIRCLE', 'CATHEDRAL PARKWAY']|
WEST  234 STREET,|['BAILEY AVENUE', 'PUTNAM AVENUE WEST']|
PRINCETON STREET,|['LIBERTY AVENUE', '105 AVENUE']|
BULLARD AVENUE,|['NEREID AVENUE', 'EAST  236 STREET']|
KING ROAD,|['36 AVENUE', 'COLLEGE POINT BOULEVARD']|
BEACH  142 STREET,|['NEPONSIT AVENUE', 'ROCKAWAY BEACH BOULEVARD']|
37 DRIVE,|['108 STREET', '104 STREET']|
BERRIMAN STREET,|['WORTMAN AVENUE', 'STANLEY AVENUE']|
SAULTELL AVENUE,|['WALDRON STREET', 'VAN DOREN STREET']|
15 STREET,|['PROSPECT PARK WEST', '8 AVENUE']|
BRIGHTON    1 STREET,|['BRIGHTON    1 PLACE', 'OCEAN VIEW AVENUE']|
BOYCE AVENUE,|['ILYSE COURT', 'LYLE COURT']|
TRYON PLACE,|['80 DRIVE', 'KILDARE ROAD']|
WEIHER COURT,|['THIRD AVENUE', 'WASHINGTON AVENUE']|
JEFFERSON STREET,|['LIBERTY AVENUE', 'BUEL AVENUE']|
SHORE FRONT PARKWAY,|['B  101 STREET', 'B  102 STREET']|
NANSEN STREET,|['69 AVENUE', '70 AVENUE']|
THOMAS BOYLAND STREET,|['PITKIN AVENUE', 'SUTTER AVENUE']|
MOUNT EDEN PARKWAY,|['SELWYN AVENUE', 'MORRIS AVENUE']|
41 AVENUE            *S RDWY,|['41 AVENUE', '41 AVENUE']|
MADOR COURT,|['CORNAGA AVENUE', 'DEAD END']|
SOUTHERN BOULEVARD,|['TIFFANY STREET', 'INTERVALE AVENUE']|
BESSEMER STREET,|['116 STREET', 'HILLSIDE AVENUE']|
SURF AVENUE,|['SPRAGUE AVENUE', 'LORETTO STREET']|
FOOTE AVENUE,|['CLOVE ROAD', 'GRAND AVENUE']|
EAST   98 STREET,|['LEXINGTON AVENUE', 'THIRD AVENUE']|
EAST   37 STREET,|['FIRST AVENUE', 'UNNAMED STREET']|
MAIN STREET            *W S/R,|['68 AVENUE', '68 AVENUE']|
PALADINO AVENUE,|['EAST  120 STREET', 'FIRST AVENUE']|
CHESTER AVENUE,|['CORNELIA AVENUE', 'DEAD END']|
MONTGOMERY AVENUE,|['VICTORY BOULEVARD', 'FORT PLACE']|
HOGAN PLACE,|['BAXTER STREET', 'CENTRE STREET']|
BOERUM PLACE,|['SCHERMERHORN STREET', 'LIVINGSTON STREET']|
HICKS STREET           *W RDWAY,|['SACKETT STREET', 'UNION STREET']|
BOULEVARD DRIVE,|['MALBA DRIVE', 'POINT CRESCENT']|
UNIVERSITY AVENUE,|['MERRIAM AVENUE', 'OGDEN AVENUE']|
STUYVESANT LOOP WEST,|['FIRST AVENUE', 'FIRST AVENUE']|
EAST   53 STREET       *N RDWY,|['EAST   52 STREET', 'FLATBUSH AVENUE']|
BERRIAN BOULEVARD,|['45 STREET', 'DEAD END']|
LINCOLN AVENUE,|['BOUNDARY AVENUE', 'HYLAN BOULEVARD']|
DICKINSON AVENUE,|['VAN CORTLANDT PARK SOUTH', 'SEDGWICK AVENUE']|
MARION STREET,|['GREENLEAF AVENUE', 'DUBOIS AVENUE']|
200 STREET,|['FRANCIS LEWIS BOULEVARD', '35 AVENUE']|
ALDUS STREET,|['LONGFELLOW AVENUE', 'WHITLOCK AVENUE']|
B   59 STREET,|['BEACH CHANNEL DRIVE', 'ARVERNE BOULEVARD']|
VAN CORTLANDT PARK SOUTH,|['MAJOR DEEGAN EXPRESSWAY', 'BAILEY AVENUE']|
WEST  171 STREET,|['FORT WASHINGTON AVENUE', 'HAVEN AVENUE']|
WIMAN AVENUE,|['PRESLEY STREET', 'DRIGGS STREET']|
WEST   69 STREET,|['FREEDOM PLACE', 'RIVERSIDE BOULEVARD']|
LELAND AVENUE,|['BRUCKNER BOULEVARD', 'WATSON AVENUE']|
187 PLACE,|['91 AVENUE', 'JAMAICA AVENUE']|
ELMHURST AVENUE,|['BROADWAY', 'MACNISH STREET']|
GLENN AVENUE,|['85 AVENUE', '164 STREET']|
EAST  179 STREET,|['BRONX PARK AVENUE', 'DEVOE AVENUE']|
CEDAR TERRACE,|['NORTHCOTE AVENUE', 'LONGVIEW ROAD']|
119 STREET,|['9 AVENUE', '12 AVENUE']|
EAST  233 STREET,|['KEPLER AVENUE', 'ONEIDA AVENUE']|
MOSHOLU AVENUE,|['LIEBIG AVENUE', 'WEST  256 STREET']|
CHANNEL ROAD,|['EAST   10 ROAD', 'DEAD END']|
HILL STREET,|['TOMPKINS AVENUE', 'WARREN STREET']|
HOE AVENUE,|['EAST  165 STREET', 'WESTCHESTER AVENUE']|
EAST  183 STREET,|['ADAMS PLACE', 'ARTHUR AVENUE']|
FOCH AVENUE,|['PIAVE AVENUE', 'LINWOOD AVENUE']|
YELLOWSTONE BOULEVARD,|['WOODHAVEN BOULEVARD', 'ALDERTON STREET']|
WEST  191 STREET,|['ST NICHOLAS AVENUE', 'WADSWORTH AVENUE']|
TIMES SQUARE,|['WEST   44 STREET', 'WEST   43 STREET']|
LESTER STREET,|['VICTORY BOULEVARD', 'JOSEPHINE STREET']|
135 AVENUE,|['VAN WYCK EXPRESSWAY    *E SR', '140 STREET']|
EAST  174 STREET,|['WEBSTER AVENUE', 'CARTER AVENUE']|
MIDDLETON STREET,|['LEE AVENUE', 'WALLABOUT STREET']|
SEAVIEW COURT,|['EAST   96 STREET', 'CANARSIE ROAD']|
MARK STREET,|['RICHMOND ROAD', 'DEAD END']|
DUDLEY AVENUE,|['GRAND AVENUE', 'CLOVE ROAD']|
WEST  105 STREET,|['COLUMBUS AVENUE', 'AMSTERDAM AVENUE']|
WEST  142 STREET,|['FRED DOUGLASS BOULEVARD', 'ADAM C POWELL BOULEVARD']|
ADAMS STREET           *W S/R,|['TILLARY STREET', 'JORALEMON STREET']|
ABERDEEN STREET,|['BROADWAY', 'BUSHWICK AVENUE']|
BATCHELDER STREET,|['AVENUE Y', 'AVENUE X']|
189 STREET,|['91 AVENUE', 'JAMAICA AVENUE']|
PIAVE AVENUE,|['ARGONNE STREET', 'OLYMPIA BOULEVARD']|
COURT SQUARE           *W,|['DEAD END', 'COURT SQUARE           *N']|
BISHOP STREET,|['AMBOY ROAD', 'DEADEND']|
DODWORTH STREET,|['BUSHWICK AVENUE', 'BROADWAY']|
178 PLACE,|['LESLIE ROAD', '120 AVENUE']|
BRADLEY AVENUE,|['PURDY AVENUE', 'NORTH GANNON AVENUE']|
RING ROAD              *E LEG,|['RING ROAD              *S LEG', 'RING ROAD              *N LEG']|
COURT SQUARE           *E,|['COURT SQUARE           *N', 'DEAD END']|
WEST BROADWAY          *W RDWY,|['FRANKLIN STREET', 'LEONARD STREET']|
MEEKER AVENUE          *PRK AREA,|['HUMBOLDT STREET', 'NORTH HENRY STREET']|
B   27 STREET,|['COLLIER AVENUE', 'DEERFIELD ROAD']|
OCEAN PARKWAY          *MN RDWAY,|['OCEAN PARKWAY          *E S/R', 'SEA BREEZE AVENUE']|
201 STREET,|['53 AVENUE', '56 AVENUE']|
BOYD STREET,|['WRIGHT STREET', 'COURT PLACE']|
PIEDMONT AVENUE,|['POUCH TERRACE', 'VISTA PLACE']|
EAST   23 STREET       *S RDWY,|['FIRST AVENUE', 'AVENUE C']|
CLEARMONT AVENUE,|['AMBOY ROAD', 'BOYNTON STREET']|
BOND STREET,|['JEWETT AVENUE', 'COTTAGE PLACE']|
EAST   76 STREET,|['PARK AVENUE', 'LEXINGTON AVENUE']|
FRANKLIN STREET,|['GREENWICH STREET', 'HUDSON STREET']|
PITKIN AVENUE,|['85 STREET', '86 STREET']|
MOFFETT STREET,|['RYE AVENUE', 'ARDEN AVENUE']|
CROOKE AVENUE,|['OCEAN AVENUE', 'ST PAULS PLACE']|
UNION TURNPIKE         *S SR,|['TROTTING COURSE LANE   *W', 'TROTTING COURSE LANE']|
COLFAX STREET,|['211 STREET', 'MURDOCK AVENUE']|
45 AVENUE            *W RDWY,|['45 AVENUE', 'JACKSON AVENUE']|
LISK AVENUE,|['SOUTH AVENUE', 'WOLKOFF LANE']|
KINSEY PLACE,|['DOLSON PLACE', 'WOODCLIFF AVENUE']|
CHESTERTON AVENUE,|['PENDALE STREET', 'HYLAN BOULEVARD']|
MOWBRAY PLACE,|['AUSTIN STREET', 'KEW GARDENS ROAD']|
218 STREET,|['137 AVENUE', '136 AVENUE']|
PIERCE AVENUE,|['HONE AVENUE', 'LURTING AVENUE']|
PENN AVENUE,|['CLAWSON STREET', 'HYLAN BOULEVARD']|
FULLER STREET,|['SEDDON STREET', 'ZEREGA AVENUE']|
BAILEY PLACE,|['BAILEY AVENUE', 'FT INDEPENDENCE STREET']|
EAST BROADWAY,|['STRAUS SQUARE', 'RUTGERS STREET']|
AVENUE M,|['EAST    8 STREET', 'EAST    9 STREET']|
149 AVENUE,|['84 STREET', '85 STREET']|
TARAS SHEVCHENKO PLACE,|['EAST    7 STREET', 'EAST    6 STREET']|
BEACH   32 STREET,|['CUL DE SAC', 'SEAGIRT BOULEVARD']|
PARK HILL AVENUE,|['PARK HILL LANE', 'PARK HILL COURT']|
AVENUE P,|['EAST   21 STREET', 'EAST   22 STREET']|
OTIS AVENUE,|['HYLAN BOULEVARD', 'DEAD END']|
TUDOR CITY PLACE,|['EAST   41 STREET', 'EAST   43 STREET']|
146 DRIVE,|['GUY BREWER BOULEVARD', '181 STREET']|
IRVINE STREET,|['SENECA AVENUE', 'GARRISON AVENUE']|
23 ROAD,|['19 STREET', '21 STREET']|
WARD AVENUE,|['OCCIDENT AVENUE', 'CEBRA AVENUE']|
MORRISON AVENUE,|['DAVIS AVENUE', 'LAWRENCE AVENUE']|
WINCHESTER BOULEVARD,|['87 AVENUE', 'HILLSIDE AVENUE']|
CENTRAL PARK NORTH,|['ADAM C POWELL BOULEVARD', 'FRED DOUGLASS CIRCLE']|
MAIN STREET            *W RDWY,|['139 STREET', 'MANTON STREET']|
CONEY ISLAND AVENUE    *W RDWAY,|['MANOR COURT', 'SHORE PARKWAY          *S SRVCRD']|
ADMIRAL AVENUE,|['METROPOLITAN AVENUE', 'DEAD END']|
TODT HILL ROAD,|['POLAND PLACE', 'WESTWOOD AVENUE']|
EAGLE STREET,|['WEST STREET', 'FRANKLIN STREET']|
159 STREET,|['DEAD END', '65 AVENUE']|
NOBLE PLACE,|['BROADWAY', 'STATE STREET']|
B   95 STREET          *E RDWY,|['ROCKAWAY BEACH BOULEVARD', 'SHORE FRONT PARKWAY']|
QUEENS PLAZA NORTH     *N RDWY,|['41 AVENUE', 'QUEENS BOULEVARD']|
GEM STREET,|['NORTH   15 STREET', 'MESEROLE AVENUE']|
SCHOOL STREET,|['PARK TERRACE', 'LINDENWOOD ROAD']|
PROSPECT STREET,|['BAY STREET', 'FRONT STREET']|
B   57 STREET,|['BEACH CHANNEL DRIVE', 'ARVERNE BOULEVARD']|
BULOVA AVENUE,|['BOROUGH PLACE', 'BQE WEST SR SOUTH']|
EAST CLARKE PLACE,|['JEROME AVENUE', 'WALTON AVENUE']|
CHRISTIE AVENUE,|['103 STREET', '102 STREET']|
RUTLEDGE STREET,|['BROADWAY', 'MONTROSE AVENUE']|
CARPENTER AVENUE       *E,|['JAMAICA AVENUE', 'CARPENTER AVENUE']|
POPPENHUSEN AVENUE,|['121 STREET', '115 STREET']|
ROCKWOOD STREET,|['WALTON AVENUE', 'GRAND CONCOURSE']|
CIRCLE DRIVE,|['BAXTER AVENUE', 'BAXTER AVENUE']|
STERNS WALK,|['DEAD END', 'NASS WALK']|
WEST  106 STREET,|['WEST END AVENUE', 'BROADWAY']|
MOSEL AVENUE,|['SABLE AVENUE', 'CLOVE ROAD']|
EMERSON DRIVE,|['DOUGLAS ROAD', 'CLOVE ROAD']|
JAY STREET,|['STAPLE STREET', 'HUDSON STREET']|
GRAHAM BOULEVARD,|['FR CAPODANNO BOULEVARD', 'QUINCY AVENUE']|
CHARLTON STREET,|['AVENUE OF THE AMERICAS', 'VARICK STREET']|
CONEY ISLAND AVENUE    *E SR,|['BANNER AVENUE', 'SHORE PARKWAY']|
MORNINGSIDE DRIVE,|['WEST  117 STREET', 'WEST  116 STREET']|
HARWAY AVENUE,|['28 AVENUE', 'BAY   49 STREET']|
EAST  138 STREET       *N RDWY,|['EXTERIOR STREET', 'DEAD END']|
MCGUINESS BOULEVARD    *W RDWY,|['BOX STREET', 'CLAY STREET']|
BRONX BOULEVARD        *W RDWY,|['EAST  229 STREET', 'BRONX RIVER PARKWAY']|
60 STREET,|['55 DRIVE', '56 AVENUE']|
B    6 STREET,|['SEAGIRT BOULEVARD', 'JARVIS AVENUE']|
WALTON AVENUE,|['EAST  167 STREET', 'MCCLELLAN STREET']|
WEBSTER AVENUE         *W RDWY,|['GILLESPIE SQUARE', 'EAST  165 STREET']|
WEST   97 STREET,|['BROADWAY', 'WEST END AVENUE']|
EAST  218 STREET,|['BRONXWOOD AVENUE', 'BARNES AVENUE']|
LYNDALE AVENUE,|['AMBOY ROAD', 'OAKDALE STREET']|
BRIGHTON    1 ROAD,|['DEAD END', 'BRIGHTWATER COURT']|
DAHLIA AVENUE,|['MAIN STREET', 'SAULL STREET']|
THROOP AVENUE,|['KOSCIUSKO STREET', 'DE KALB AVENUE']|
ROGERS AVENUE,|['STERLING PLACE', 'EMPIRE BOULEVARD']|
SAINT RAYMOND AVENUE,|['ST PETERS AVENUE', 'OVERING STREET']|
RUTGERS STREET         *W RDWY,|['CHERRY STREET', 'MADISON STREET']|
CARVER LOOP            *E LEG,|['CO-OP CITY BOULEVARD', 'CARVER LOOP SOUTH']|
248 STREET,|['NORTHERN BOULEVARD', 'DEEPDALE AVENUE']|
WEST  152 STREET,|['AMSTERDAM AVENUE', 'ST NICHOLAS AVENUE']|
CORPORAL KENNEDY STREET,|['26 AVENUE', '27 AVENUE']|
BEACH  134 STREET,|['ROCKAWAY BEACH BOULEVARD', 'DEAD END']|
FLATLANDS AVENUE,|['AVENUE L', 'EAST   40 STREET']|
SPENCER COURT,|['DEKALB AVENUE', 'KOSCIUSKO STREET']|
GOLD STREET            *SRV SLIP,|['GOLD STREET', 'FRANKFORT STREET']|
SOUTH OXFORD STREET,|['ATLANTIC AVENUE', 'HANSON PLACE']|
BEAVER ROAD,|['150 STREET', '94 AVENUE']|
GARDNER AVENUE,|['FLUSHING AVENUE', 'INGRAHAM STREET']|
EAST   53 STREET       *S RDWY,|['FLATBUSH AVENUE', 'EAST   52 STREET']|
TRYON AVENUE,|['EAST GUNHILL ROAD', 'EAST  211 STREET']|
HUNTERFLY PLACE,|['ATLANTIC AVENUE', 'HERKIMER STREET']|
SHELL ROAD             *CTR MALL,|['AVENUE Y', 'AVENUE X']|
LILY POND AVENUE       *S RDWY,|['GALESVILLE COURT', 'OCEAN AVENUE']|
ELDERT LANE,|['ROCKAWAY BOULEVARD', 'ROCKAWAY BOULEVARD']|
BEACH   19 STREET,|['CORNAGA AVENUE', 'MOTT AVENUE']|
ROGERS PLACE,|['EAST  165 STREET', 'HALL PLACE']|
STAPLE STREET,|['JAY STREET', 'HARRISON STREET']|
96 AVENUE,|['222 STREET', '224 STREET']|
177 STREET,|['103 ROAD', '104 AVENUE']|
SYLVAN TERRACE,|['DEAD END', 'JUMEL TERRACE']|
EAST  126 STREET,|['MADISON AVENUE', 'FIFTH AVENUE']|
LAFAYETTE STREET,|['PITKIN AVENUE', 'SPRITZ ROAD']|
STAFFORD AVENUE,|['HEENAN AVENUE', 'JEFFERSON BOULEVARD']|
BRONX PARK EAST,|['ADEE AVENUE', 'BURKE AVENUE']|
EAST  161 STREET       *S RDWY,|['RIVER AVENUE', 'GERARD AVENUE']|
NASSAU AVENUE,|['HUMBOLT STREET', 'JEWEL STREET']|
GRASMERE DRIVE,|['JOSEPH LANE', 'NARROWS ROAD SOUTH']|
VREELAND AVENUE,|['DEAD END', 'WATERBURY AVENUE']|
EAST  196 STREET,|['COLONIAL AVENUE', 'ST PAUL AVENUE']|
HUBBARD PLACE,|['FLATBUSH AVENUE', 'EAST   40 STREET']|
AVA PLACE,|['HENLEY ROAD', 'HIGHLAND AVENUE']|
WOODHULL STREET,|['COLUMBIA STREET', 'HICKS STREET']|
CROSSBAY BOULEVARD     *W RDWY,|['156 AVENUE', '157 AVENUE']|
OAK STREET,|['BELL STREET', 'ST MARYS AVENUE']|
LINNEAUS PLACE         *S RDWY,|['LINNEAUS PLACE', 'PRINCE STREET']|
THURSBY AVENUE,|['BEACH   66 STREET', 'BEACH   65 STREET']|
JUNO STREET,|['69 AVENUE', '70 AVENUE']|
ELVERTON AVENUE,|['LEVERETT AVENUE', 'DEAD END']|
KELLY STREET,|['EAST  165 STREET', 'EAST  167 STREET']|
EAST  223 STREET,|['CARPENTER AVENUE', 'WHITE PLAINS ROAD']|
WEST  258 STREET,|['RIVERDALE AVENUE', 'DEAD END']|
19 AVENUE,|['81 STREET', 'HAZEN STREET']|
FLUSHING AVENUE        *N RDWY,|['59 STREET', 'RUST STREET']|
ROME STREET,|['TARGEE STREET', 'STANWICH AVENUE']|
NORTH OAK DRIVE,|['SOUTH OAK DRIVE', 'CRUGER AVENUE']|
EXTERIOR STREET,|['WEST  225 STREET', 'WEST  180 STREET']|
ENGERT AVENUE,|['GRAHAM AVENUE', 'HUMBOLDT STREET']|
EAST BRANDIS AVENUE,|['ARMSTRONG AVENUE', 'CORTELYOU AVENUE']|
VICTOR ROAD,|['EAST   34 STREET', 'EAST   35 STREET']|
JOSEPHINE STREET,|['MANOR ROAD', 'LESTER STREET']|
64 STREET,|['58 ROAD', 'FLUSHING AVENUE']|
DUSTAN STREET,|['NEPTUNE STREET', 'WATERSIDE STREET']|
SEA VIEW AVENUE,|['EAST   85 STREET', 'REMSEN AVENUE']|
ARBUTUS AVENUE,|['TROUT PLACE', 'DEAD END']|
BROWVALE LANE,|['NORTHERN BOULEVARD', 'HAND ROAD']|
74 STREET,|['21 AVENUE', 'HAZEN STREET']|
MARCONI STREET,|['DEAD END', 'WATERS PLACE']|
HAWKSTONE STREET,|['GRAND CONCOURSE', 'WALTON AVENUE']|
WEST   39 STREET,|['TENTH AVENUE', 'ELEVENTH AVENUE']|
ALBEE SQUARE           *W,|['FULTON STREET', 'WILLOUGHBY STREET']|
JORDAN STREET,|['32 AVENUE', '32 ROAD']|
73 ROAD,|['255 STREET', 'LITTLE NECK PARKWAY']|
MCKIBBIN STREET,|['BROADWAY', 'LORIMER STREET']|
CROMWELL AVENUE,|['HANCOCK STREET', 'NORTH RAILROAD AVENUE']|
GIBSON AVENUE,|['EXETER STREET', 'GIFFORDS LANE']|
FAIRMOUNT PLACE,|['SOUTHERN BOULEVARD', 'MARMION AVENUE']|
ASSER LEVY PLACE,|['EAST   23 STREET', 'EAST   25 STREET']|
ALBEE AVENUE,|['EDGEGROVE AVENUE', 'IONIA AVENUE']|
4 STREET,|['NEW DORP LANE', 'ROSE AVENUE']|
FIEDLER AVENUE,|['VICTORY BOULEVARD', 'WILLIS AVENUE']|
WESTMORELAND STREET,|['40 AVENUE', '39 ROAD']|
EAST  188 STREET,|['HUGHES AVENUE', 'BELMONT AVENUE']|
TAAFFE PLACE,|['LITTLE NASSAU STREET', 'FLUSHING AVENUE']|
KELVIN AVENUE,|['DEAD END', 'DEAD END']|
INDIAN ROAD,|['WEST  218 STREET', 'WEST  214 STREET']|
RACAL COURT,|['DEAD END', 'RICHMOND HILL ROAD']|
MANH COLLEGE PARKWAY   *N RDWAY,|['BROADWAY', 'POST ROAD']|
PLEASANT STREET,|['DEAD END', 'LINDENWOOD ROAD']|
BERGEN PLACE,|['WAKEMAN PLACE', '67 STREET']|
JUNIPER BLVD NORTH,|['80 STREET', 'DRY HARBOR ROAD']|
FORDHAM PLACE          *N LEG,|['DEAD END', 'FORDHAM STREET']|
NARROWS ROAD SOUTH,|['SABLE AVENUE', 'HYLAN BOULEVARD']|
CORNELIA AVENUE,|['HYLAN BOULEVARD', 'CHESTER AVENUE']|
CANNON PLACE,|['ORLOFF AVENUE', 'ORLOFF AVENUE']|
133 PLACE,|['14 ROAD', '14 AVENUE']|
MALLORY AVENUE,|['HYLAN BOULEVARD', 'KRAMER STREET']|
EDISON STREET,|['BURBANK AVENUE', 'BACHE AVENUE']|
EAST   10 ROAD,|['DEAD END', 'CROSS BAY BOULEVARD']|
CANEY LANE,|['241 STREET', '243 STREET']|
166 PLACE,|['137 AVENUE', '137 AVENUE']|
B   44 STREET,|['ROCKAWAY FREEWAY', 'ROCKAWAY BEACH BOULEVARD']|
BEACH  137 STREET,|['NEWPORT AVENUE', 'ROCKAWAY BEACH BOULEVARD']|
MAIN STREET            *W SR,|['72 DRIVE', '73 AVENUE']|
FOREST AVENUE,|['BARD AVENUE', 'NORTH MADA AVENUE']|
3 AVE PKG AREA,|['51 STREET', '52 STREET']|
A NEW STREET,|['VESTRY STREET', 'LAIGHT STREET']|
ASHLAND PLACE,|['FLATBUSH AVENUE', 'HANSON PLACE']|
WEST   59 STREET,|['NINTH AVENUE', 'AMSTERDAM AVENUE']|
BRISTOL STREET,|['BLAKE AVENUE', 'DUMONT AVENUE']|
EAST  217 STREET,|['WHITE PLAINS ROAD', 'BARNES AVENUE']|
SILVER LAKE ROAD,|['FOREST AVENUE', 'VICTORY BOULEVARD']|
WASHINGTON PLACE,|['GROVE STREET', 'WASHINGTON SQUARE WEST']|
120 AVENUE,|['133 STREET', 'ROCKAWAY BOULEVARD']|
EAST  105 STREET,|['FIRST AVENUE', 'SECOND AVENUE']|
WEST  238 STREET,|['BAILEY AVENUE', 'PUTNAM AVENUE WEST']|
BRIDGE PLAZA COURT,|['NASSAU STREET', 'CONCORD STREET']|
TENBROECK AVENUE,|['ALLERTON AVENUE', 'ARNOW AVENUE']|
EAST   32 STREET,|['BROADWAY', 'FIFTH AVENUE']|
WEST  133 STREET,|['ADAM C POWELL BOULEVARD', 'FRED DOUGLASS BOULEVARD']|
REED STREET,|['CONOVER STREET', 'VAN BRUNT STREET']|
TYRELLAN AVENUE,|['VETERANS ROAD WEST', 'BOSCOMBE AVENUE']|
BEACH   38 STREET,|['DEAD END', 'BEACH CHANNEL DRIVE']|
GRACE AVENUE,|['BUSSING AVENUE', 'PITMAN AVENUE']|
BRIGHTON    4 TERRACE,|['BRIGHTON    4 STREET', 'BRIGHTON    6 STREET']|
NARROWS ROAD NORTH,|['CLOVE ROAD', 'LITTLE CLOVE ROAD']|
BRONXDALE AVENUE       *W RDWY,|['EAST TREMONT AVENUE', 'BRONXDALE AVENUE       *E RDWY']|
EAST   97 STREET,|['FDR DRIVE', 'FIRST AVENUE']|
MCBAINE AVENUE,|['WINANT AVENUE', 'ROSSVILLE AVENUE']|
ITTNER PLACE,|['WASHINGTON AVENUE', 'PARK AVENUE']|
FRAME PLACE,|['SANFORD AVENUE', '41 ROAD']|
EAST   54 STREET,|['SECOND AVENUE', 'FIRST AVENUE']|
FLEET STREET,|['DANE PLACE', 'THORNTON PLACE']|
EDSALL AVENUE          *W RDWY,|['PALISADE AVENUE', 'EDSALL AVENUE          *S RDWY']|
BEDFORD PLACE,|['ATLANTIC AVENUE', 'BREVOORT PLACE']|
BEECHKNOLL AVENUE,|['MARATHON PARKWAY', 'DEAD END']|
GEIGERICH AVENUE,|['BEDELL AVENUE', 'DEAD END']|
105 AVENUE,|['148 STREET', 'SUTPHIN BOULEVARD']|
LOUISIANA AVENUE,|['DEWITT AVENUE', 'STANLEY AVENUE']|
COLUMBUS CIRCLE        *E RDWY,|['CENTRAL PARK SOUTH', 'CENTRAL PARK SOUTH']|
