LATOURETTE STREET,|['SOUTH GOFF AVENUE', 'WOODVALE AVENUE']|
DEYO STREET,|['FENTON AVENUE', 'DEAD END']|
EDGEMERE AVENUE,|['B   33 STREET', 'BEACH   32 STREET']|
RIDGEDALE STREET,|['LUCAS STREET', 'NEPTUNE WALK']|
WEST   46 STREET,|['8 AVENUE', 'BROADWAY']|
EMMONS AVENUE          *N RDWY,|['COYLE STREET', 'FORD STREET']|
ASTORIA BOULEVARD SOUTH,|['DEAD END', '1 STREET']|
WEST   78 STREET,|['AMSTERDAM AVENUE', 'COLUMBUS AVENUE']|
CONNER ST,|['GIVAN AVENUE', 'DEAD END']|
FURMANVILLE AVENUE,|['82 STREET', 'DRY HARBOR ROAD']|
WEST  118 STREET,|['ADAM C POWELL BOULEVARD', 'LENOX AVENUE']|
ELVIN STREET,|['WESTWOOD AVENUE', 'DEAD END']|
66 PLACE,|['CENTRAL AVENUE', '70 AVENUE']|
34 ROAD,|['UNION STREET', 'LEAVITT STREET']|
WESTCHESTER AVENUE,|['EAST  165 STREET', 'HOE AVENUE']|
FORLEY STREET,|['WHITNEY AVENUE', 'ELMHURST AVENUE']|
JAMAICA AVENUE,|['188 STREET', '187 PLACE']|
FORT GREENE PLACE,|['LAFAYETTE AVENUE', 'HANSON PLACE']|
GARRETSON AVENUE,|['HENRY PLACE', 'HYLAN BOULEVARD']|
CHELSEA STREET,|['AMBOY ROAD', 'PITTSVILLE AVENUE']|
PELL STREET,|['BOWERY', 'MOTT STREET']|
GUERNSEY STREET,|['CALYER STREET', 'OAK STREET']|
SUTTER AVENUE,|['88 STREET', '87 STREET']|
CASANOVA STREET,|['OAK POINT AVENUE', 'RANDALL AVENUE']|
PALMA DRIVE,|['ODER AVENUE', 'HANOVER AVENUE']|
GROVE STREET,|['FRESH POND ROAD', '61 STREET']|
FOAM PLACE,|['SMITH PLACE', 'CENTRAL AVENUE']|
CLINTON STREET,|['BAY STREET', 'VAN DUZER STREET']|
NAMEOKE AVENUE,|['BRUNSWICK AVENUE', 'REDFERN AVENUE']|
OXFORD STREET,|['ORIENTAL BOULEVARD', 'SHORE BOULEVARD']|
ALSTYNE AVENUE,|['102 STREET', '99 STREET']|
STECHER STREET,|['DEISIUS STREET', 'DEAD END']|
NASBY PLACE,|['ROCKAWAY FREEWAY', 'OCEANCREST BOULEVARD']|
WILLOW ROAD EAST,|['HOUSTON STREET', 'FOREST AVENUE']|
PARK AVENUE            *E RDWY,|['EAST  125 STREET', 'EAST  126 STREET']|
137 AVENUE,|['173 STREET', '174 STREET']|
SINCLAIR AVENUE,|['CARLTON BOULEVARD', 'GRANTWOOD AVENUE']|
60 ROAD,|['VAN HORN STREET', 'WOODHAVEN BOULEVARD']|
198 STREET,|['HILLSIDE AVENUE', 'FOOTHILL AVENUE']|
B   36 STREET,|['SPRAYVIEW AVENUE', 'EDGEMERE AVENUE']|
ERSKINE PLACE,|['NEW ENGLAND THRUWAY', 'HUNTER AVENUE']|
HAMILTON AVENUE,|['RICHMOND TERRACE', 'STUYVESANT PLACE']|
WEST  166 STREET,|['AMSTERDAM AVENUE', 'EDGECOMBE AVENUE']|
258 STREET,|['80 AVENUE', 'UNION TURNPIKE']|
GALE AVENUE,|['32 PLACE', 'HUNTERS POINT AVENUE']|
214 PLACE,|['41 AVENUE', '40 AVENUE']|
N D PERLMAN PLACE,|['EAST   16 STREET', 'EAST   17 STREET']|
WOOD ROAD,|['WOOD ROAD              *E RDWAY', 'WOOD ROAD              *E RDWAY']|
12 STREET,|['37 AVENUE', '36 AVENUE']|
75 STREET            *E RDWY,|['41 AVENUE', 'BROADWAY']|
OCEAN PARKWAY          *MN RDWY,|['NEPTUNE AVENUE', 'SHORE PARKWAY']|
SAXON AVENUE,|['FERNDALE AVENUE', 'GADSEN PLACE']|
NEILL AVENUE,|['HERING AVENUE', 'TENBROECK AVENUE']|
114 AVENUE,|['219 STREET', 'SPRINGFIELD BOULEVARD']|
WORTHEN STREET,|['TRUXTON STREET', 'BARRY STREET']|
ROCHAMBEAU AVENUE,|['EAST  206 STREET', 'BAINBRIDGE AVENUE']|
CHICOT COURT,|['107 AVENUE', 'SUTTER AVENUE']|
VAN BRUNT STREET,|['WILSON AVENUE', 'BENT STREET']|
GERRITSEN AVENUE,|['AVENUE W', 'ALLEN AVENUE']|
42 AVENUE,|['41 ROAD', '210 STREET']|
BAY    8 STREET,|['CROPSEY AVENUE', 'SHORE PARKWAY']|
49 STREET,|['48 AVENUE', '50 AVENUE']|
MACOMBS PLACE,|['WEST  150 STREET', 'WEST  151 STREET']|
WEST  137 STREET,|['FRED DOUGLASS BOULEVARD', 'EDGECOMBE AVENUE']|
MEADOW COURT,|['HAMPTON PLACE', 'HAMPTON PLACE']|
LILLIAN WALD DRIVE,|['LILLIAN WALD DRIVE', 'EAST HOUSTON STREET']|
VERONA PLACE,|['MACON STREET', 'FULTON STREET']|
99 AVENUE,|['209 STREET', 'BELLAIRE PLACE']|
CANNON STREET,|['BROOME STREET', 'DELANCEY STREET']|
TROUTMAN STREET,|['FLUSHING AVENUE', 'WOODWARD AVENUE']|
WEST  160 STREET,|['RIVERSIDE DRIVE', 'FORT WASHINGTON AVENUE']|
LAKEVIEW PLACE,|['POST ROAD', 'BROADWAY']|
LODOVICK AVENUE,|['MACE AVENUE', 'ALLERTON AVENUE']|
ALTON PLACE,|['FLATBUSH AVENUE', 'EAST   40 STREET']|
MARTHA STREET,|['HOWARD AVENUE', 'CLOVE ROAD']|
JEWETT AVENUE,|['KRAMER PLACE', 'BACHE STREET']|
MEMO STREET,|['SEGUINE AVENUE', 'TRENTON COURT']|
STODDARD PLACE,|['SULLIVAN PLACE', 'MONTGOMERY STREET']|
HECKER STREET,|['DEAD END', 'AMBOY ROAD']|
SUBURBAN PLACE,|['BOSTON ROAD', 'CROTONA PARK EAST']|
105 STREET,|['34 AVENUE', '37 AVENUE']|
CEDAR GROVE AVENUE,|['MAPLE TERRACE', 'NEW DORP LANE']|
NICK LAPORTE PLACE,|['BAY STREET', 'STUYVESANT PLACE']|
BEACH    5 STREET,|['DEADEND', 'SEAGIRT AVENUE']|
OCEANVIEW AVENUE,|['BRIGHTON   13 STREET', 'BRIGHTON   12 STREET']|
171 PLACE,|['DEAD END', '110 STREET']|
WASHINGTON SQUARE WEST,|['WASHINGTON PLACE', 'WEST    4 STREET']|
PLEASANTVIEW STREET,|['66 DRIVE', 'METROPOLITAN AVENUE']|
DE GRAW STREET,|['3 AVENUE', 'NEVINS STREET']|
PETER AVENUE,|['HYLAN BOULEVARD', 'SOUTH RAILROAD AVENUE']|
QUEENS MIDTOWN TUNNEL EXIT,|['EAST   39 STREET', 'EAST   40 STREET']|
THROGS NECK EXPRESSWAY *W RDWY,|['PHILIP AVENUE', 'RANDALL AVENUE']|
WEST   21 STREET,|['11 AVENUE', '10 AVENUE']|
LIBERTY AVENUE,|['SIMPSON STREET', 'HYLAN BOULEVARD']|
MELROSE STREET,|['BUSHWICK AVENUE', 'STANWIX STREET']|
MONTICELLO AVENUE,|['EDENWALD AVENUE', 'STRANG AVENUE']|
EAST    9 ROAD,|['LANARK ROAD', 'WALTON ROAD']|
VAUGHAN STREET,|['HYLAN BOULEVARD', 'CLIFTON AVENUE']|
EAST   58 STREET,|['DEAD END', 'SUTTON PLACE']|
RIVERDALE AVENUE,|['STRAUSS STREET', 'HERZL STREET']|
COOPER SQUARE          *W LEG,|['EAST    6 STREET', 'ASTOR PLACE']|
LORING PLACE SOUTH,|['WEST TREMONT AVENUE', 'WEST BURNSIDE AVENUE']|
DRAKE PARK SOUTH,|['HUNTS POINT AVENUE', 'LONGFELLOW AVENUE']|
CONDUIT BOULEVARD      *N,|['FORBELL STREET', 'BELMONT AVENUE']|
GERRY STREET,|['FLUSHING AVENUE', 'HARRISON AVENUE']|
PENFIELD STREET,|['WHITE PLAINS ROAD', 'BARNES AVENUE']|
CODDINGTON AVENUE,|['HYLAN BOULEVARD', 'CLAWSON STREET']|
239 STREET,|['89 AVENUE', 'BRADDOCK AVENUE']|
136 AVENUE,|['DENIS STREET', 'BELKNAP STREET']|
BEACH   18 STREET,|['MOTT AVENUE', 'FOAM PLACE']|
SOUTH OAK DRIVE,|['CRUGER AVENUE', 'NORTH OAK DRIVE']|
WATERFORD COURT,|['DEAD END', 'LILY POND AVENUE']|
DECOSTA AVENUE,|['BEACH   69 STREET', 'BEACH   72 STREET']|
CLAVER PLACE,|['FULTON STREET', 'JEFFERSON AVENUE']|
BAY   44 STREET,|['CROPSEY AVENUE', 'HARWAY AVENUE']|
WHITLOCK AVENUE,|['LOWELL STREET', 'EAST  165 STREET']|
GLENWOOD PLACE,|['BROADWAY', 'CLOVE ROAD']|
CHURCH LANE,|['EAST   88 STREET', 'EAST   87 STREET']|
MANHATTAN COLLEGE PARKWAY*N RDWY,|['DELAFIELD AVENUE', 'HENRY HUDSON PARKWAY EAST']|
EAST  117 STREET,|['PLEASANT AVENUE', 'FIRST AVENUE']|
TIFFANY PLACE,|['DE GRAW STREET', 'KANE STREET']|
CROWELL AVENUE,|['MANOR ROAD', 'SOUTH GREENLEAF AVENUE']|
MONTEREY STREET,|['109 AVENUE', 'DEAD END']|
CENTER STREET,|['RAMSEY PLACE', 'WOODSIDE AVENUE']|
STRICKLAND AVENUE,|['EAST   60 PLACE', 'NATIONAL DRIVE']|
RECTOR STREET,|['CASTLETON AVENUE', 'HURST STREET']|
SANDS STREET           *N RDWY,|['SANDS STREET           *S', 'JAY STREET             *E']|
IRVINGTON PLACE,|['DEAD END', 'EAST   17 STREET']|
SHORE ROAD             *CTR MALL,|['RIDGE BOULEVARD', '95 STREET']|
LOOMIS STREET,|['BASSETT AVENUE', 'EASTCHESTER ROAD']|
BRIGHTON   11 STREET,|['OCEAN VIEW AVENUE', 'CASS PLACE']|
BRONX RIVER AVENUE,|['EAST  174 STREET', 'CROSS BRONX EXPRESSWAY *S RDWY']|
UTICA AVENUE,|['PARK PLACE', 'PROSPECT PLACE']|
45 STREET,|['31 AVENUE', '30 ROAD']|
EAST  197 STREET,|['GRAND CONCOURSE', 'CRESTON AVENUE']|
SIMPSON STREET,|['SEAVIEW AVENUE', 'LIBERTY AVENUE']|
78 DRIVE,|['VLEIGH PLACE', '138 STREET']|
EMMONS AVENUE          *N S/R,|['EAST   27 STREET', 'EAST   26 STREET']|
CARLTON AVENUE         *E RDWAY,|['MYRTLE AVENUE', 'PARK AVENUE']|
HOPE STREET,|['KEAP STREET', 'RODNEY STREET']|
WEST   47 STREET,|['11 AVENUE', '12 AVENUE']|
EAST MOSHOLU PARKWAY,|['VAN CORTLANDT AVENUE', 'EAST  206 STREET']|
MALCOLM X BOULEVARD,|['WEST  147 STREET', 'WEST  146 STREET']|
PARISH AVENUE,|['GLEN STREET', 'VICTORY BOULEVARD']|
WATERLOO PLACE,|['EAST  175 STREET', 'EAST  176 STREET']|
LABAU AVENUE,|['OSWEGO STREET', 'LITTLE CLOVE ROAD']|
BEACH   42 STREET,|['SURF AVENUE', 'ATLANTIC AVENUE']|
NORTH    5 STREET,|['KENT AVENUE', 'DEAD END']|
SOMERS STREET,|['ROCKAWAY AVENUE', 'HOPKINSON AVENUE']|
BEACH  120 STREET,|['MEMORIAL CIRCLE', 'NEWPORT AVENUE']|
WILLIAMSBURGH ST EAST,|['BQE                    *ENT RAMP', 'BEDFORD AVENUE']|
SEDGWICK AVENUE,|['FT INDEPENDENCE STREET', 'FT INDEPENDENCE STREET']|
WEST  130 STREET,|['BROADWAY', 'BROADWAY']|
E L GRANT HIGHWAY      *CTR MALL,|['NELSON AVENUE', 'PLIMPTON AVENUE']|
KIELY PLACE,|['HEMLOCK STREET', 'CRESCENT STREET']|
CHICAGO AVENUE,|['DEAD END', 'COLUMBIA AVENUE']|
SHELL ROAD,|['SHORE PARKWAY', 'SHORE PARKWAY']|
BRADY PLACE,|['OLGA PLACE', 'OLGA PLACE']|
MINNA STREET,|['MICIELI PLACE', 'DAHILL ROAD']|
PROVOST AVENUE,|['EAST  233 STREET', 'CITY LINE']|
MORROW STREET,|['DEAD END', 'ELIZABETH GROVE ROAD']|
INDEPENDENCE AVENUE    *E RD,|['KAPPOCK STREET', 'PALISADE AVENUE']|
FOCH BOULEVARD,|['BARRON STREET', '155 STREET']|
41 DRIVE,|['MORGAN STREET', 'GLENWOOD STREET']|
BUTTRICK AVENUE,|['SCHLEY AVENUE', 'RANDALL AVENUE']|
DUNBAR STREET,|['MOTT AVENUE', 'ANCHOR DRIVE']|
WOODSTOCK AVENUE,|['DUER LANE', 'OXFORD PLACE']|
BURCHARD COURT,|['DEAD END', 'JEFFERSON BOULEVARD']|
MULBERRY STREET,|['KENMARE STREET', 'SPRING STREET']|
PLATT STREET,|['CHAMPLAIN AVENUE', 'ADELAIDE AVENUE']|
EAST  100 STREET,|['FDR DRIVE', 'FIRST AVENUE']|
BOURTON STREET,|['63 DRIVE', '63 AVENUE']|
STRONG STREET,|['UNIVERSITY AVENUE', 'RESERVOIR AVENUE']|
WILLIAMSBURG PLACE,|['STEUBEN STREET', 'FLUSHING AVENUE']|
DOSCHER STREET,|['DITMAS AVENUE', 'COVENTRY ROAD']|
HOXIE DRIVE,|['HORATIO PARKWAY', 'CLOVERDALE BOULEVARD']|
MANHATTAN AVENUE       *E RDWY,|['ASH STREET', 'DEAD END']|
FORSTER PLACE,|['HUXLEY AVENUE', 'DEAD END']|
MONTREAL AVENUE,|['CLARKE AVENUE', 'AMBOY ROAD']|
HASTINGS STREET,|['MAJOR AVENUE', 'MACFARLAND AVENUE']|
BRONX PARK SOUTH,|['CROTONA PARKWAY', 'MOHEGAN AVENUE']|
CHESTER COURT,|['FLATBUSH AVENUE', 'DEAD END']|
NOBLE STREET,|['LORIMER STREET', 'FRANKLIN STREET']|
BARTLETT AVENUE,|['GURLEY AVENUE', 'BARLOW AVENUE']|
JEROME AVENUE          *W RDWAY,|['ELLIOTT PLACE', 'JEROME AVENUE']|
WEST  242 STREET,|['DASH PLACE', 'GREYSTONE AVENUE']|
EAST   95 STREET,|['PARK AVENUE', 'MADISON AVENUE']|
EAST  104 STREET,|['SECOND AVENUE', 'FIRST AVENUE']|
KISSEL AVENUE,|['CASTLETON AVENUE', 'DELAFIELD AVENUE']|
RODNEY STREET,|['AINSLIE STREET', 'METROPOLITAN AVENUE']|
BROADWAY,|['DOUGLAS AVENUE', 'COUGHLAN AVENUE']|
3 PLACE             *W RDWY,|['BATTERY PLACE', 'BATTERY PLACE']|
CIRCLE ROAD,|['TODT HILL ROAD', 'BUTTONWOOD ROAD']|
STATEN ISLAND FERRY TERMINAL,|['SOUTH STREET', 'STATE STREET']|
FOSTER AVENUE,|['EAST   98 STREET', 'ROCKAWAY AVENUE']|
MANTON STREET,|['MAIN STREET            *W RD', 'MAIN STREET            *E RD']|
WEST    5 STREET,|['SEABREEZE AVENUE', 'WEST BRIGHTON AVENUE']|
ST EDWARDS STREET,|['MYRTLE AVENUE', 'AUBURN PLACE']|
FLEET COURT,|['84 PLACE', 'WOODHAVEN BOULEVARD']|
BELVIDERE STREET,|['BEAVER STREET', 'BROADWAY']|
ELDER AVENUE,|['COLDEN STREET', 'COLDEN STREET']|
COOLIDGE AVENUE,|['PARSONS BOULEVARD', '150 STREET']|
MAPLE STREET,|['NOSTRAND AVENUE', 'NEW YORK AVENUE']|
79 LANE,|['78 ROAD', 'MYRTLE AVENUE']|
PAUW STREET,|['YORK AVENUE', 'JERSEY STREET']|
HIGHLAND VIEW AVENUE,|['WEST   23 STREET', 'WEST   22 STREET']|
QUINCE AVENUE,|['ROBINSON STREET', 'KISSENA BOULEVARD']|
WINDSOR PLACE,|['8 AVENUE', 'SEVENTH AVENUE']|
HENSHAW STREET,|['RIVERSIDE DRIVE', 'DYCKMAN STREET']|
FT CHARLES PLACE,|['JACOBUS PLACE', 'MARBLE HILL AVENUE']|
ORANGE STREET,|['HENRY STREET', 'HICKS STREET']|
LEWISTON STREET,|['KLONDIKE AVENUE', 'TRAVIS AVENUE']|
92 ROAD              *N RDWY,|['170 STREET', '168 PLACE']|
SCHENK STREET,|['EAST   96 STREET', 'CANARSIE ROAD']|
BAY RIDGE PARKWAY,|['18 AVENUE', '17 AVENUE']|
DANA COURT,|['WOODHAVEN BOULEVARD', '84 PLACE']|
GOWANUS EXPRESSWAY,|['16 STREET', 'HAMILTON AVENUE']|
HOLLIS COURT BOULEVARD *E RDWY,|['JAMAICA AVENUE', '94 AVENUE']|
SOUTH STREET           *EXTEN,|['STATE STREET           *EXTEN', 'STATE STREET           *EXTEN']|
146 ROAD,|['DEAD END', '181 STREET']|
WEST   41 STREET,|['CARDINAL STEPINAC PLACE', '11 AVENUE']|
B  169 STREET,|['BOARDWALK', 'ROCKAWAY BEACH BOULEVARD']|
ROMAN AVENUE,|['SELDIN AVENUE', 'MAY AVENUE']|
STAGG STREET,|['WATERBURY STREET', 'BUSHWICK AVENUE']|
FRANKLIN STREET        *N RDWAY,|['WEST BROADWAY', 'VARICK STREET']|
WEST    8 STREET,|['MACDOUGAL STREET', '5 AVENUE']|
HARLEM RIVER DRIVE     *W S/R,|['5 AVENUE', '5 AVENUE']|
BEEKMAN STREET,|['PEARL STREET', 'FULTON STREET']|
B   70 STREET,|['DEAD END', 'BEACH CHANNEL DRIVE']|
GARFIELD PLACE,|['PROSPECT PARK WEST', '8 AVENUE']|
BRUCKNER EXPRESSWAY,|['TRIBOROUGH BRIDGE', 'ZEREGA AVENUE']|
BEACH WALK,|['BRIGHTON BEACH AVENUE', 'SEABREEZE WALK']|
MEMORIAL DRIVE,|['MYRTLE AVENUE', 'FOREST PARK DRIVE']|
CRYDERS LANE,|['154 STREET', '155 STREET']|
ELK DRIVE,|['BEACH   20 STREET', 'FERNSIDE PLACE']|
95 STREET            *N RDWY,|['4 AVENUE', '5 AVENUE']|
DURYEA PLACE,|['FLATBUSH AVENUE', 'EAST   22 STREET']|
KINGSBRIDGE AVENUE,|['GAULDY AVENUE', 'LAMBERTS LANE']|
ESSEX DRIVE,|['WESTPORT STREET', 'WELLINGTON COURT']|
133 AVENUE,|['114 PLACE', '114 STREET']|
98 STREET,|['LIBERTY AVENUE', '103 AVENUE']|
FOLEY SQUARE,|['PEARL STREET', 'CENTRE STREET']|
EAST FOURTH STREET,|['FT HAMILTON PARKWAY', 'CATON AVENUE']|
RONALD AVENUE,|['MORNINGSTAR ROAD', 'PULASKI AVENUE']|
83 AVENUE,|['139 STREET', '141 STREET']|
BUCHANAN PLACE,|['DAVIDSON AVENUE', 'JEROME AVENUE']|
WEST   96 STREET,|['WEST END AVENUE', 'HENRY HUDSON PARKWAY EN RAMP']|
ANTIN PLACE,|['BRADY AVENUE', 'HOLLAND AVENUE']|
WILLOW ROAD WEST,|['WILLOWBROOK EXPRESSWAY *EXT RAMP', 'FOREST AVENUE']|
HART STREET,|['DEAD END', 'ONDERDONK AVENUE']|
MANH COLLEGE PARKWAY   *MN RDWAY,|['BROADWAY', 'POST ROAD']|
SEVENTH AVENUE         *W RDWAY,|['BAY RIDGE AVENUE', 'OVINGTON AVENUE']|
BEACH  144 STREET,|['NEWPORT AVENUE', 'CRONSTON AVENUE']|
SEABRING STREET,|['RICHARDS STREET', 'VAN BRUNT STREET']|
BEACH  127 STREET,|['BEACH CHANNEL DRIVE', 'CRONSTON AVENUE']|
WEST   77 STREET,|['BROADWAY', 'WEST END AVENUE']|
JEWEL MC COY LANE,|['HERKIMER STREET', 'DEAD END']|
BENNETT STREET,|['JEWETT AVENUE', 'AVENUE B']|
PIONEER STREET,|['CONOVER STREET', 'IMLAY STREET']|
267 STREET,|['BRIDGEWATER AVENUE', '69 AVENUE']|
WILL PLACE,|['WILLIAMS AVENUE', 'ANNA COURT']|
43 AVENUE,|['13 STREET', '12 STREET']|
DIVISION PLACE,|['MORGAN AVENUE', 'VANDERVOORT AVENUE']|
EAST   66 STREET       *N RDWAY,|['SECOND AVENUE', 'THIRD AVENUE']|
EAST   14 STREET,|['UNION SQUARE WEST', 'UNIVERSITY PLACE']|
FLATLANDS    2 STREET,|['EAST  105 STREET', 'EAST  108 STREET']|
22 AVENUE,|['DEAD END', '128 STREET']|
57 AVENUE,|['80 STREET', '83 STREET']|
HALPERIN AVENUE,|['WILLIAMBRIDGE ROAD', 'BLONDELL AVENUE']|
PLEASANT STREET        *W LEG,|['LINDENWOOD ROAD', 'DEAD END']|
WILLETS POINT BOULEVARD,|['ROOSEVELT AVENUE', '35 AVENUE']|
LAKE STREET,|['AVENUE U', 'AVENUE T']|
176 STREET,|['130 AVENUE', 'DEAD END']|
ESPLANADE AVENUE       *W RDWY,|['PELHAM PARKWAY SOUTH', 'HAIGHT AVENUE']|
CROTON PLACE,|['DEAD END', 'CHRISTOPHER LANE']|
NORTH MOORE STREET,|['VARICK STREET', 'HUDSON STREET']|
EBONY COURT,|['BIJOU AVENUE', 'ALLEN AVENUE']|
WETHEROLE STREET,|['ELIOT AVENUE', 'WOODHAVEN BOULEVARD']|
197 STREET,|['JAMAICA AVENUE', '91 ROAD']|
WILBUR STREET,|['HOLTEN AVENUE', 'SEGUINE AVENUE']|
ROCKY HILL ROAD,|['CLEARVIEW EXPRESSWAY', '47 ROAD']|
NORTHERN BOULEVARD     *N RDWY,|['LINDEN PLACE', 'MAIN STREET']|
NINTH AVENUE,|['WEST   33 STREET', 'WEST   31 STREET']|
GLENWOOD STREET,|['39 ROAD', 'GLENWOOD STREET']|
DELANCEY PLACE,|['MORRIS PARK AVENUE', 'MULINER AVENUE']|
POTTER AVENUE,|['FAIRVIEW AVENUE', 'SLOSSON AVENUE']|
CHARLES STREET,|['BLEECKER STREET', 'HUDSON STREET']|
NEDRA LANE,|['CULDESAC', 'ARDEN AVENUE']|
VAN DOREN STREET,|['WESTSIDE AVENUE', 'SAULTELL AVENUE']|
SELDIN AVENUE,|['LAMBERTS LANE', 'ROMAN AVENUE']|
KING ROAD              *S RD,|['KING ROAD', 'COLLEGE POINT BOULEVARD']|
COURTLANDT AVENUE,|['EAST  148 STREET', 'THIRD AVENUE']|
WILLIAM AVENUE,|['CENTRE STREET', 'SCHOFIELD STREET']|
6 STREET,|['FIFTH AVENUE', '4 AVENUE']|
WEST   30 STREET       *N LEG,|['10 AVENUE', 'DYER AVENUE']|
40 DRIVE,|['95 STREET', '94 STREET']|
RICHMOND TERRACE,|['VAN STREET', 'BROADWAY']|
WEST RALEIGH AVENUE,|['BROADWAY', 'CLOVE ROAD']|
GEORGE STREET,|['CYPRESS AVENUE', 'WYCKOFF AVENUE']|
ENRIGHT ROAD,|['EGGERT PLACE', 'GIPSON STREET']|
HAMILL PLACE,|['FOLEY SQUARE', 'WORTH STREET']|
MAJOR AVENUE,|['WALLACE AVENUE', 'SAND LANE']|
TERRACE PLACE,|['PROSPECT AVENUE', '17 STREET']|
WEST  164 STREET,|['FORT WASHINGTON AVENUE', 'BROADWAY']|
KENSINGTON STREET,|['ORIENTAL BOULEVARD', 'SHORE BOULEVARD']|
BEACH   31 STREET,|['B   31 STREET', 'LEWMAY ROAD']|
BEECH TERRACE,|['BEEKMAN AVENUE', 'DEAD END']|
FISKE PLACE,|['GARFIELD PLACE', 'CARROLL STREET']|
41 AVENUE            *N RDWY,|['41 AVENUE', '41 AVENUE']|
56 ROAD,|['50 STREET', '48 STREET']|
HOPKINSON AVENUE,|['EAST NEW YORK AVENUE', 'PITKIN AVENUE']|
260 STREET            *CTR MALL,|['73 AVENUE', 'LANGSTON AVENUE']|
92 ROAD              *S RDWY,|['168 PLACE', '170 STREET']|
VEDDER AVENUE,|['WILLOWBROOK ROAD', 'WILLOW ROAD EAST']|
RETNER STREET,|['JACKSON AVENUE', 'AUSTIN AVENUE']|
84 DRIVE,|['SMEDLEY STREET', 'PERSHING CRESCENT']|
GREENWICH AVENUE,|['WEST   10 STREET', 'WEST   11 STREET']|
91 PLACE,|['48 AVENUE', 'CORONA AVENUE']|
BRIGHTON   12 STREET,|['OCEAN VIEW AVENUE', 'CORBIN PLACE']|
ASTORIA PARK SOUTH,|['14 STREET', '14 PLACE']|
GRAND CONCOURSE        *WEST,|['EAST  167 STREET', 'EAST  165 STREET']|
32 DRIVE,|['208 STREET', '209 STREET']|
THOMAS S BOYLAND STREET,|['HEGEMAN AVENUE', 'LINDEN BOULEVARD']|
EAST   78 STREET,|['SECOND AVENUE', 'FIRST AVENUE']|
MEEKER AVENUE          *W LEG,|['LORIMER STREET', 'LORIMER STREET']|
MOUNT HOPE PLACE,|['GRAND CONCOURSE', 'MORRIS AVENUE']|
NO RAILROAD AVENUE,|['MIDLAND AVENUE', 'LINCOLN AVENUE']|
KEIBER COURT,|['MANOR ROAD', 'SOUTH GREENLEAF AVENUE']|
ALICE COURT,|['ATLANTIC AVENUE', 'DEAD END']|
EVERETT AVENUE,|['KNIGHT COURT', 'LACON COURT']|
BELLAMY LOOP SOUTH,|['CO-OP CITY BOULEVARD', 'BELLAMY LOOP']|
ELIOT AVENUE,|['79 STREET', '78 STREET']|
BEAUMONT AVENUE,|['EAST  189 STREET', 'EAST  187 STREET']|
WEST  114 STREET,|['ADAM C POWELL BOULEVARD', 'ST NICHOLAS AVENUE']|
DOVER GREEN,|['ARDEN AVENUE', 'DOVER GREEN']|
VICTOR STREET,|['MORRIS PARK AVENUE', 'RHINELANDER AVENUE']|
MORENCI LANE,|['40 AVENUE', '41 AVENUE']|
OSBORN AVENUE,|['HYLAN BOULEVARD', 'RUSSELL STREET']|
HALL OF FAME TERRACE,|['UNIVERSITY AVENUE', 'ANDREWS AVENUE']|
WHITESTONE PARKWAY,|['32 AVENUE', 'LAWRENCE STREET']|
ST OUEN STREET,|['BARNES AVENUE', 'WILDER AVENUE']|
FRANKLIN STREET        *S RDWAY,|['VARICK STREET', 'WEST BROADWAY']|
LAKE AVENUE,|['DEAD END', 'FOREST AVENUE']|
ASPEN PLACE,|['MAYFIELD ROAD', 'HOMELAWN STREET']|
CANEY ROAD,|['241 STREET', '243 STREET']|
EVERTON STREET,|['WOODHAVEN BOULEVARD', 'PENELOPE AVENUE']|
HILLSIDE TERRACE,|['AMBOY ROAD', 'LOCUST PLACE']|
HORACE HARDING EXPWY   *S SR,|['QUEENS BOULEVARD', 'JUNCTION BOULEVARD']|
EUCLID AVENUE          *E RD,|['EUCLID AVENUE', 'JAMAICA AVENUE']|
147 PLACE,|['3 AVENUE', '5 AVENUE']|
QUEENS BOULEVARD       *N S/R,|['92 STREET', 'QUEENS MIDTOWN EXPRESSWAY']|
7 AVENUE            *W RDWAY,|['7 AVENUE', '66 STREET']|
THIRD AVENUE           *N RDWY,|['26 STREET', '25 STREET']|
165 AVENUE,|['96 STREET', '95 STREET']|
CARLIN STREET,|['LUNDSTEN AVENUE', 'SHARROTTS ROAD']|
16 STREET,|['8 AVENUE', 'PROSPECT PARK WEST']|
BEACH   66 STREET,|['THURSBY AVENUE', 'BEACH CHANNEL DRIVE']|
HURLBERT STREET,|['RUTH PLACE', 'REID AVENUE']|
LINDENWOOD ROAD,|['SCARSDALE STREET', 'PLEASANT STREET']|
82 ROAD,|['168 STREET', '167 STREET']|
ASHWORTH AVENUE,|['FOREST HILL ROAD', 'DEAD END']|
PURDY STREET,|['PARKER STREET', 'SAINT RAYMOND AVENUE']|
WEST SHORE EXPRESSWAY,|['OUTERBRIDGE CROSSING', 'STATEN ISLAND EXPRESSWAY']|
24 ROAD,|['31 STREET', '32 STREET']|
ELMIRA LOOP,|['SCHROEDERS AVENUE', 'SCHROEDERS AVENUE      *W']|
ST GEORGE ROAD,|['DEAD END', 'AULTMAN AVENUE']|
OCEAN PARKWAY          *W RDWY,|['SHORE PARKWAY          *S RDWY', 'WEST AVENUE']|
